time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.4541161974413691e-05,5.213656081658399e-07,10.006044017177182,5.4432829588613174e-05,0.002990324249605436,0.0,-0.0008583001073453323,2.8457114631913505e-05,0.20145214664004235,-0.00402336660517904,-0.020180984142330348,0.0,468.06831640331484,466.49548379440324,468.84249320735637,468.52987874770025
0.12000000000000001,-0.00012920525576027143,2.8775771510137922e-05,10.022019352097962,0.00595987798551878,0.0028352588757787345,0.0,-0.002936490893286677,0.001571843757316031,0.3310283472294253,-0.032409078395943376,-0.010061341280356139,0.0,446.63852862607826,447.46303558875906,446.59826146596083,444.2774005285081
0.18,-0.00037726687220802793,0.00032470388832186737,10.050574012867996,0.01567256378064208,0.0022745588844976794,0.0,-0.005257199255174841,0.009508080421964122,0.6206706895651243,0.003811543207935579,-0.008692744591603806,0.0,493.7904468999008,493.8915141278436,491.9888902788698,494.66292523867315
0.23999999999999996,-0.0007930291563780598,0.001312819348337063,10.094629608554227,0.022707359325441878,0.011559595344177609,0.0,-0.009765941622324229,0.02431244137283403,0.8476857108964293,-0.02599213910549239,-0.044218201870167666,0.0,477.5349277767592,474.81763146381695,476.8991668255633,474.617606318703
0.3,-0.00162862211289835,0.0032600383111871835,10.149150798690293,0.023510011702009947,0.012673240545114872,0.0,-0.01818219643853995,0.04069614321971969,0.9695875296073746,-0.044071335325547106,-0.024124055431465067,0.0,443.6282625371822,445.274244819338,445.51851270625303,444.03763964382557
0.36000000000000004,-0.0029745774384595217,0.006157901409861398,10.208998307249988,0.023635941161409768,0.015811935287918466,0.0,-0.026960735608479912,0.055928644009053084,1.0252758509887696,-0.06354361994513325,-0.0018341758342587328,0.0,422.97667066717486,424.8917375739015,424.20997686296687,422.53299452496645
0.4200000000000001,-0.004988880958393782,0.010103935789177908,10.27795305891243,0.023314826143303158,0.015704770148261993,0.0,-0.04016878888363308,0.07553637108141098,1.272974328078345,-0.04423977832127013,-0.004370569486751252,0.0,482.6049551853011,482.41354957455326,482.0593534552386,483.51368808725715
0.48000000000000015,-0.007784424489039501,0.015108284851663918,10.35709121362076,0.022514156581388,0.03352113586469052,0.0,-0.05476440475454419,0.09117709961855261,1.3648221946362211,-0.030477149333472495,0.04102203973387903,0.0,434.62977270403206,438.4173212010218,434.98483835714836,436.13487152020485
0.5400000000000001,-0.01200818979287328,0.02122483175235867,10.448261990076622,0.02986960804481331,0.04074516876361045,0.0,-0.08694417374026067,0.11372096980585823,1.6737421176050182,-0.06489679136044266,0.0637584790018213,0.0,498.99526319440037,500.6533104523524,503.0987372166061,500.5998274835075
0.6000000000000002,-0.018106090589490528,0.02866253757993566,10.552071831684577,0.026339079647610397,0.04637475107415501,0.0,-0.11691375558474446,0.133823717158309,1.7863989056485028,-0.05938640070362208,0.04779569641579753,0.0,444.10481500434344,442.796074434808,444.2114587332515,444.660178492058
